id,text,keyword,user_name,date,location
1241152541284544512,"no les pasa que no hay tweet que se les ocurra que no sea en base a la cuarentena, me desespera",,CarlaAlganiaraz,2020-03-20 23:59:59+00:00,
1241152541284536322,R4🚩,,werdumJr22,2020-03-20 23:59:59+00:00,
1241152541284536321,Keep in mind that he says many things that have to be corrected later. They’re also called lies.,,JoAnnNYNY,2020-03-20 23:59:59+00:00,
1241152541280403459,"Algunos ganan exageradas sumas, que se sacrifiquen no estaría mal.",,1974bogotano,2020-03-20 23:59:59+00:00,
1241152541276213249,Muy bueno Manu. Que pegada la del comentarista,,segundoacuna,2020-03-20 23:59:59+00:00,
1241152541276192774,curto,,yrmwap,2020-03-20 23:59:59+00:00,
1241152541276028928,Happy endings for the win! 😍,,JamiGold,2020-03-20 23:59:59+00:00,
1241152541267656704,ココが孤島の洋館かぁ、興奮してきたな から始まる孤島サスペンス,,yamutya3,2020-03-20 23:59:59+00:00,
1241152541267652608,OMG! Definitely won't mention that to my husband who's a great fan of Project Blue Book. He'll jerry rig cameras around the bedroom in case I get abducted again,,LizDolphinfluff,2020-03-20 23:59:59+00:00,
1241152541263454208,ほくしんはその後らじらー直行だよね？！大変だけど頑張れ！,,ST_ms715,2020-03-20 23:59:59+00:00,
1241152541263450113,#Trump5150,#Trump5150,tvbseb,2020-03-20 23:59:59+00:00,
1241152541263400960,@AyumiAyumicchi 「創業記念 フォロー＆RTキャンペーン」へのご応募ありがとうございます✨ 抽選の結果は動画の最後に発表📣 合計1000名様に春限定サンド「とびきりエビたま」が当たるチャンス❗🎁 期間中毎日応募できます‼ 詳しくは https://www.subway.co.jp/campaign/sevenitems/#retweet,,subwayjp,2020-03-20 23:59:59+00:00,
1241152541259415552,"also there's a list of who's eligible and it doesn't explain what it means by ""if you feel uncomfortable or unsafe."" i don't trust that wording to not come with hidden caveats",,toxicspecters,2020-03-20 23:59:59+00:00,
1241152541255249922,Acompáñanos en este culto en vivo de Recepción de Sábado en la UPS COMPARTE - SUSCRIBETE https://www.facebook.com/231804106924721/posts/2594116340693474/?sfnsn=mo,,danielrobertosb,2020-03-20 23:59:59+00:00,
1241152541255249921,Vai cair sim. Já até caiu. Chora chuchu,,alexrebelo75,2020-03-20 23:59:59+00:00,
1241152541255020544,とても好きな表情,,harapecofluffy,2020-03-20 23:59:59+00:00,
1241152541250990080,Jadiel 😭,,32AlegriasCC,2020-03-20 23:59:59+00:00,
1241152541250985986,JAJAJAJAJAJAJAJAJAAJA,,ElectroPitufino,2020-03-20 23:59:59+00:00,
1241152541250985985,Far Cry 4 ou 5,,yhd23,2020-03-20 23:59:59+00:00,
1241152541250863104,あれはブロックでしょぉ！？,,Kri_241xxx,2020-03-20 23:59:59+00:00,
1241152541246750720,Quando tudo isso passar eu juro que a gente vai sextar com a intenção de não chegar no sábado,,gui_obrasil,2020-03-20 23:59:59+00:00,
1241152541242675207,"Ah I see, thank you 👍",,saifalrahib,2020-03-20 23:59:59+00:00,
1241152541242675200,"A mi no me lo envío Marvin, de nuevo: jalberto.hernandez@hormail.com",,AlbertoAah,2020-03-20 23:59:59+00:00,
1241152541242638337,Vc fala mesma língua que eu cpx,,ojureguinho,2020-03-20 23:59:59+00:00,
1241152541242449921,またまた竜也ﾁｮｲｽがgood💙行ってらー😁✌️,,na0_ta2,2020-03-20 23:59:59+00:00,
